Dates,Song,Artist,Position
August 13,Nonstop,Drake,29
August 13,Wake Up,Travis Scott,30
August 13,No Bystanders,Travis Scott,31
August 13,Friends,Marshmello ,32
August 13,Back To You,Selena Gomez,33
August 13,Mercy,Brett Young,34
August 13,Mine,Bazzi,35
August 13,5% Tint,Travis Scott,36
August 13,Tequila,Dan + Shay,37
August 13,Can't Say,Travis Scott,38
August 13,God Is A Woman,Ariana Grande,39
August 13,One Kiss,Calvin Harris ,40
August 13,NC-17,Travis Scott,41
August 13,In My Blood,Shawn Mendes,42
August 13,Who? What!,Travis Scott,43
August 13,Get Along,Kenny Chesney,44
August 13,Simple,Florida Georgia Line,45
August 13,Never Be The Same,Camila Cabello,46
August 13,Skeletons,Travis Scott,47
August 13,Astrothunder,Travis Scott,48
August 13,I Like Me Better,Lauv,49
August 13,Butterfly Effect,Travis Scott,50
August 13,Apes**t,The Carters,51
August 13,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,52
August 13,Houstonfornication,Travis Scott,53
August 13,Natural,Imagine Dragons,54
August 13,Eastside,benny blanco,55
August 13,Life Changes,Thomas Rhett,56
August 13,"Sunrise, Sunburn, Sunset",Luke Bryan,57
August 13,Moonlight,XXXTENTACION,58
August 13,Te Bote,Casper Magico,59
August 13,Beautiful,Bazzi Featuring Camila Cabello,60
August 13,Be Careful,Cardi B,61
August 13,I'm A Mess,Bebe Rexha,62
August 13,Level Up,Ciara,63
August 13,Hotel Key,Old Dominion,64
August 13,I'm Upset,Drake,65
August 13,Solo,Clean Bandit Featuring Demi Lovato,66
August 13,Take Back Home Girl,Chris Lane Featuring Tori Kelly,67
August 13,Coffee Bean,Travis Scott,68
August 13,All Girls Are The Same,Juice WRLD,69
August 13,1942,G-Eazy Featuring Yo Gotti ,70
August 13,Medicine,Queen Naija,71
August 13,Jackie Chan,Tiesto ,72
August 13,Africa,Weezer,73
August 13,Broken,lovelytheband,74
August 13,Don't Go Breaking My Heart,Backstreet Boys,75
August 13,Could've Been,H.E.R. Featuring Bryson Tiller,76
August 13,Kiss Somebody,Morgan Evans,77
August 13,Changes,XXXTENTACION,78
August 13,Trip,Ella Mai,79
August 13,This Is America,Childish Gambino,80
August 13,Remind Me To Forget,Kygo Featuring Miguel,81
August 13,Hooked,Dylan Scott,82
August 13,Growing Pains,Alessia Cara,83
August 13,Bed,Nicki Minaj Featuring Ariana Grande,84
August 13,You Say,Lauren Daigle,85
August 13,Lose It,Kane Brown,86
August 13,Lean Wit Me,Juice WRLD,87
August 13,Up Down,Morgan Wallen Featuring Florida Georgia Line,88
August 13,Cry Pretty,Carrie Underwood,89
August 13,Break Up In The End,Cole Swindell,90
August 13,I Was Jack (You Were Diane),Jake Owen,91
August 13,Best Part,Daniel Caesar Featuring H.E.R.,92
August 13,Sin Pijama,Becky G + Natti Natasha,93
August 13,Mob Ties,Drake,94
August 13,That's On Me,Yella Beezy,95
August 13,Coming Home,Keith Urban Featuring Julia Michaels,96
August 13,Wasted,Juice WRLD Featuring Lil Uzi Vert,97
August 13,Handgun,YG Featuring A$AP Rocky,98
August 13,Nevermind,Dennis Lloyd,99
August 13,Summertime Magic,Childish Gambino,100
August 20,In My Feelings,Drake,1
August 20,Girls Like You,Maroon 5 Featuring Cardi B,2
August 20,I Like It,Cardi B,3
August 20,FEFE,6ix9ine Featuring Nicki Minaj ,4
August 20,Better Now,Post Malone,5
August 20,Lucid Dreams,Juice WRLD,6
August 20,Sicko Mode,Travis Scott,7
August 20,Taste,Tyga Featuring Offset,8
August 20,Boo'd Up,Ella Mai,9
August 20,No Brainer,DJ Khaled Featuring Justin Bieber,10
August 20,Love Lies,Khalid ,11
August 20,No Tears Left To Cry,Ariana Grande,12
August 20,Psycho,Post Malone Featuring Ty Dolla $ign,13
August 20,Nice For What,Drake,14
August 20,Yes Indeed,Lil Baby ,15
August 20,Delicate,Taylor Swift,16
August 20,Youngblood,5 Seconds Of Summer,17
August 20,Barbie Dreams,Nicki Minaj,18
August 20,Meant To Be,Bebe Rexha ,19
August 20,Perfect,Ed Sheeran,20
August 20,Nonstop,Drake,21
August 20,The Middle,Zedd,22
August 20,Big Bank,YG Featuring 2 Chainz,23
August 20,God's Plan,Drake,24
August 20,Back To You,Selena Gomez,25
August 20,Sad!,XXXTENTACION,26
August 20,Stargazing,Travis Scott,27
August 20,Tequila,Dan + Shay,28
August 20,Mercy,Brett Young,29
August 20,God Is A Woman,Ariana Grande,30
August 20,Mine,Bazzi,31
August 20,One Kiss,Calvin Harris ,32
August 20,Friends,Marshmello ,33
August 20,Natural,Imagine Dragons,34
August 20,Simple,Florida Georgia Line,35
August 20,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,36
August 20,Never Be The Same,Camila Cabello,37
August 20,In My Blood,Shawn Mendes,38
August 20,I Like Me Better,Lauv,39
August 20,Get Along,Kenny Chesney,40
August 20,Apes**t,The Carters,41
August 20,Bed,Nicki Minaj Featuring Ariana Grande,42
August 20,Yosemite,Travis Scott,43
August 20,Chun-Li,Nicki Minaj,44
August 20,Life Changes,Thomas Rhett,45
August 20,Taking A Walk,Trippie Redd,46
August 20,"Sunrise, Sunburn, Sunset",Luke Bryan,47
August 20,Eastside,benny blanco,48
August 20,Te Bote,Casper Magico,49
August 20,Moonlight,XXXTENTACION,50
August 20,I'm A Mess,Bebe Rexha,51
August 20,Beautiful,Bazzi Featuring Camila Cabello,52
August 20,Kiss Somebody,Morgan Evans,53
August 20,Broken,lovelytheband,54
August 20,Hotel Key,Old Dominion,55
August 20,Rich Sex,Nicki Minaj Featuring Lil Wayne,56
August 20,Africa,Weezer,57
August 20,Majesty,Nicki Minaj Featuring Eminem ,58
August 20,All Girls Are The Same,Juice WRLD,59
August 20,Ganja Burns,Nicki Minaj,60
August 20,Take Back Home Girl,Chris Lane Featuring Tori Kelly,61
August 20,Solo,Clean Bandit Featuring Demi Lovato,62
August 20,Jackie Chan,Tiesto ,63
August 20,Be Careful,Cardi B,64
August 20,Medicine,Queen Naija,65
August 20,Stop Trying To Be God,Travis Scott,66
August 20,Level Up,Ciara,67
August 20,Hooked,Dylan Scott,68
August 20,Can't Say,Travis Scott,69
August 20,Remind Me To Forget,Kygo Featuring Miguel,70
August 20,Wake Up,Travis Scott,71
August 20,W O R K I N M E,Quavo,72
August 20,Don't Go Breaking My Heart,Backstreet Boys,73
August 20,I'm Upset,Drake,74
August 20,R.I.P Screw,Travis Scott,75
August 20,Trip,Ella Mai,76
August 20,You Say,Lauren Daigle,77
August 20,Break Up In The End,Cole Swindell,78
August 20,No Bystanders,Travis Scott,79
August 20,Changes,XXXTENTACION,80
August 20,Carousel,Travis Scott,81
August 20,Lose It,Kane Brown,82
August 20,Growing Pains,Alessia Cara,83
August 20,Lean Wit Me,Juice WRLD,84
August 20,1942,G-Eazy Featuring Yo Gotti ,85
August 20,That's On Me,Yella Beezy,86
August 20,Album Of The Year (Freestyle),J. Cole,87
August 20,This Is America,Childish Gambino,88
August 20,5% Tint,Travis Scott,89
August 20,Have It All,Jason Mraz,90
August 20,Drew Barrymore,Bryce Vine,91
August 20,Cry Pretty,Carrie Underwood,92
August 20,Sin Pijama,Becky G + Natti Natasha,93
August 20,Best Part,Daniel Caesar Featuring H.E.R.,94
August 20,She Got The Best Of Me ,Luke Combs,95
August 20,Lie,NF,96
August 20,Nevermind,Dennis Lloyd,97
August 20,Thought I Knew You,Nicki Minaj Featuring The Weeknd,98
August 20,Mob Ties,Drake,99
August 20,Wasted,Juice WRLD Featuring Lil Uzi Vert,100
August 27,In My Feelings,Drake,1
August 27,Girls Like You,Maroon 5 Featuring Cardi B,2
August 27,I Like It,Cardi B,3
August 27,FEFE,6ix9ine Featuring Nicki Minaj ,4
August 27,Better Now,Post Malone,5
August 27,Lucid Dreams,Juice WRLD,6
August 27,No Tears Left To Cry,Ariana Grande,7
August 27,God Is A Woman,Ariana Grande,8
August 27,Sicko Mode,Travis Scott,9
August 27,Taste,Tyga Featuring Offset,10
August 27,Love Lies,Khalid ,11
August 27,No Brainer,DJ Khaled Featuring Justin Bieber,12
August 27,Boo'd Up,Ella Mai,13
August 27,Yes Indeed,Lil Baby ,14
August 27,Youngblood,5 Seconds Of Summer,15
August 27,Psycho,Post Malone Featuring Ty Dolla $ign,16
August 27,Nice For What,Drake,17
August 27,Nonstop,Drake,18
August 27,Delicate,Taylor Swift,19
August 27,Perfect,Ed Sheeran,20
August 27,Meant To Be,Bebe Rexha ,21
August 27,Breathin,Ariana Grande,22
August 27,Back To You,Selena Gomez,23
August 27,Big Bank,YG Featuring 2 Chainz,24
August 27,The Middle,Zedd,25
August 27,Sad!,XXXTENTACION,26
August 27,God's Plan,Drake,27
August 27,I Like Me Better,Lauv,28
August 27,Natural,Imagine Dragons,29
August 27,Tequila,Dan + Shay,30
August 27,Eastside,benny blanco,31
August 27,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,32
August 27,Mine,Bazzi,33
August 27,Mercy,Brett Young,34
August 27,Stargazing,Travis Scott,35
August 27,Simple,Florida Georgia Line,36
August 27,Friends,Marshmello ,37
August 27,Barbie Dreams,Nicki Minaj,38
August 27,One Kiss,Calvin Harris ,39
August 27,"Sunrise, Sunburn, Sunset",Luke Bryan,40
August 27,Never Be The Same,Camila Cabello,41
August 27,In My Blood,Shawn Mendes,42
August 27,Life Changes,Thomas Rhett,43
August 27,Get Along,Kenny Chesney,44
August 27,I'm A Mess,Bebe Rexha,45
August 27,Apes**t,The Carters,46
August 27,Te Bote,Casper Magico,47
August 27,Moonlight,XXXTENTACION,48
August 27,Break Up In The End,Cole Swindell,49
August 27,Beautiful,Bazzi Featuring Camila Cabello,50
August 27,Broken,lovelytheband,51
August 27,Hotel Key,Old Dominion,52
August 27,Yosemite,Travis Scott,53
August 27,Africa,Weezer,54
August 27,Sweetener,Ariana Grande,55
August 27,You Say,Lauren Daigle,56
August 27,Drew Barrymore,Bryce Vine,57
August 27,Jackie Chan,Tiesto ,58
August 27,Solo,Clean Bandit Featuring Demi Lovato,59
August 27,Hooked,Dylan Scott,60
August 27,All Girls Are The Same,Juice WRLD,61
August 27,Everytime,Ariana Grande,62
August 27,Happier,Marshmello ,63
August 27,Medicine,Queen Naija,64
August 27,Promises,Calvin Harris ,65
August 27,Remind Me To Forget,Kygo Featuring Miguel,66
August 27,Trip,Ella Mai,67
August 27,Lean Wit Me,Juice WRLD,68
August 27,Level Up,Ciara,69
August 27,I'm Upset,Drake,70
August 27,1942,G-Eazy Featuring Yo Gotti ,71
August 27,R.E.M,Ariana Grande,72
August 27,That's On Me,Yella Beezy,73
August 27,She Got The Best Of Me ,Luke Combs,74
August 27,Lose It,Kane Brown,75
August 27,Don't Go Breaking My Heart,Backstreet Boys,76
August 27,Blue Tacoma,Russell Dickerson,77
August 27,Chanel (Go Get It),Young Thug Featuring Gunna ,78
August 27,Changes,XXXTENTACION,79
August 27,Taking A Walk,Trippie Redd,80
August 27,Side Effects,The Chainsmokers Featuring Emily Warren,81
August 27,Best Part,Daniel Caesar Featuring H.E.R.,82
August 27,Drunk Me,Mitchell Tenpenny,83
August 27,Cry Pretty,Carrie Underwood,84
August 27,Ring,Cardi B Featuring Kehlani,85
August 27,Kiss Somebody,Morgan Evans,86
August 27,Goodnight N Go,Ariana Grande,87
August 27,Made For Now,Janet ,88
August 27,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,89
August 27,High Hopes,Panic! At The Disco,90
August 27,Bed,Nicki Minaj Featuring Ariana Grande,91
August 27,Growing Pains,Alessia Cara,92
August 27,Take Back Home Girl,Chris Lane Featuring Tori Kelly,93
August 27,Desperate Man,Eric Church,94
August 27,This Is America,Childish Gambino,95
August 27,W O R K I N M E,Quavo,96
August 27,Lie,NF,97
August 27,Sin Pijama,Becky G + Natti Natasha,98
August 27,Pete Davidson,Ariana Grande,99
August 27,Chun-Li,Nicki Minaj,100
September 03,In My Feelings,Drake,1
September 03,Girls Like You,Maroon 5 Featuring Cardi B,2
September 03,I Like It,Cardi B,3
September 03,Better Now,Post Malone,4
September 03,FEFE,6ix9ine Featuring Nicki Minaj ,5
September 03,Lucid Dreams,Juice WRLD,6
September 03,Sicko Mode,Travis Scott,7
September 03,Taste,Tyga Featuring Offset,8
September 03,Love Lies,Khalid ,9
September 03,God Is A Woman,Ariana Grande,10
September 03,IDOL,BTS Featuring Nicki Minaj,11
September 03,No Brainer,DJ Khaled Featuring Justin Bieber,12
September 03,Boo'd Up,Ella Mai,13
September 03,No Tears Left To Cry,Ariana Grande,14
September 03,Youngblood,5 Seconds Of Summer,15
September 03,Yes Indeed,Lil Baby ,16
September 03,Nonstop,Drake,17
September 03,Psycho,Post Malone Featuring Ty Dolla $ign,18
September 03,Back To You,Selena Gomez,19
September 03,Big Bank,YG Featuring 2 Chainz,20
September 03,Meant To Be,Bebe Rexha ,21
September 03,Perfect,Ed Sheeran,22
September 03,Nice For What,Drake,23
September 03,Natural,Imagine Dragons,24
September 03,Delicate,Taylor Swift,25
September 03,The Middle,Zedd,26
September 03,I Like Me Better,Lauv,27
September 03,Eastside,benny blanco,28
September 03,Sad!,XXXTENTACION,29
September 03,God's Plan,Drake,30
September 03,Tequila,Dan + Shay,31
September 03,Simple,Florida Georgia Line,32
September 03,Mine,Bazzi,33
September 03,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,34
September 03,"Sunrise, Sunburn, Sunset",Luke Bryan,35
September 03,Life Changes,Thomas Rhett,36
September 03,Breathin,Ariana Grande,37
September 03,Mercy,Brett Young,38
September 03,I'm A Mess,Bebe Rexha,39
September 03,Stargazing,Travis Scott,40
September 03,Friends,Marshmello ,41
September 03,Never Be The Same,Camila Cabello,42
September 03,One Kiss,Calvin Harris ,43
September 03,Beautiful,Bazzi Featuring Camila Cabello,44
September 03,Barbie Dreams,Nicki Minaj,45
September 03,Drew Barrymore,Bryce Vine,46
September 03,Moonlight,XXXTENTACION,47
September 03,Get Along,Kenny Chesney,48
September 03,Te Bote,Casper Magico,49
September 03,Broken,lovelytheband,50
September 03,Hotel Key,Old Dominion,51
September 03,W O R K I N M E,Quavo,52
September 03,Apes**t,The Carters,53
September 03,Trip,Ella Mai,54
September 03,You Say,Lauren Daigle,55
September 03,Africa,Weezer,56
September 03,Jackie Chan,Tiesto ,57
September 03,Yosemite,Travis Scott,58
September 03,Happier,Marshmello ,59
September 03,Hooked,Dylan Scott,60
September 03,Solo,Clean Bandit Featuring Demi Lovato,61
September 03,Break Up In The End,Cole Swindell,62
September 03,Remind Me To Forget,Kygo Featuring Miguel,63
September 03,All Girls Are The Same,Juice WRLD,64
September 03,She Got The Best Of Me ,Luke Combs,65
September 03,Side Effects,The Chainsmokers Featuring Emily Warren,66
September 03,Ring,Cardi B Featuring Kehlani,67
September 03,Blue Tacoma,Russell Dickerson,68
September 03,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates ,69
September 03,Medicine,Queen Naija,70
September 03,Lean Wit Me,Juice WRLD,71
September 03,Unica,Ozuna,72
September 03,That's On Me,Yella Beezy,73
September 03,Drunk Me,Mitchell Tenpenny,74
September 03,Lose It,Kane Brown,75
September 03,High Hopes,Panic! At The Disco,76
September 03,I'm Upset,Drake,77
September 03,Changes,XXXTENTACION,78
September 03,1942,G-Eazy Featuring Yo Gotti ,79
September 03,Lie,NF,80
September 03,Chanel (Go Get It),Young Thug Featuring Gunna ,81
September 03,Mo Bamba,Sheck Wes,82
September 03,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,83
September 03,Best Part,Daniel Caesar Featuring H.E.R.,84
September 03,Desperate Man,Eric Church,85
September 03,Drunk Girl,Chris Janson,86
September 03,The Way I Am,Charlie Puth,87
September 03,Dangerous,Meek Mill Featuring Jeremih ,88
September 03,Narcos,Migos,89
September 03,Happy Now,Zedd ,90
September 03,Level Up,Ciara,91
September 03,Taking A Walk,Trippie Redd,92
September 03,Promises,Calvin Harris ,93
September 03,Don't Go Breaking My Heart,Backstreet Boys,94
September 03,Mob Ties,Drake,95
September 03,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,96
September 03,Wasted,Juice WRLD Featuring Lil Uzi Vert,97
September 03,OTW,Khalid,98
September 03,Sin Pijama,Becky G + Natti Natasha,99
September 03,This Is America,Childish Gambino,100
September 10,In My Feelings,Drake,1
September 10,Girls Like You,Maroon 5 Featuring Cardi B,2
September 10,I Like It,Cardi B,3
September 10,FEFE,6ix9ine Featuring Nicki Minaj ,4
September 10,Better Now,Post Malone,5
September 10,Lucky You,Eminem Featuring Joyner Lucas,6
September 10,Lucid Dreams,Juice WRLD,7
September 10,The Ringer,Eminem,8
September 10,Sicko Mode,Travis Scott,9
September 10,Taste,Tyga Featuring Offset,10
September 10,Love Lies,Khalid ,11
September 10,Fall,Eminem,12
September 10,Youngblood,5 Seconds Of Summer,13
September 10,Boo'd Up,Ella Mai,14
September 10,No Brainer,DJ Khaled Featuring Justin Bieber,15
September 10,Kamikaze,Eminem,16
September 10,God Is A Woman,Ariana Grande,17
September 10,Nonstop,Drake,18
September 10,No Tears Left To Cry,Ariana Grande,19
September 10,Natural,Imagine Dragons,20
September 10,Yes Indeed,Lil Baby ,21
September 10,Back To You,Selena Gomez,22
September 10,Greatest,Eminem,23
September 10,Not Alike,Eminem Featuring Royce Da 5'9,24
September 10,Perfect,Ed Sheeran,25
September 10,Meant To Be,Bebe Rexha ,26
September 10,Big Bank,YG Featuring 2 Chainz,27
September 10,Psycho,Post Malone Featuring Ty Dolla $ign,28
September 10,Delicate,Taylor Swift,29
September 10,BEBE,6ix9ine Featuring Anuel AA,30
September 10,Nice For What,Drake,31
September 10,Trip,Ella Mai,32
September 10,I Like Me Better,Lauv,33
September 10,Eastside,benny blanco,34
September 10,The Middle,Zedd,35
September 10,Sad!,XXXTENTACION,36
September 10,God's Plan,Drake,37
September 10,Tequila,Dan + Shay,38
September 10,Normal,Eminem,39
September 10,Simple,Florida Georgia Line,40
September 10,"Sunrise, Sunburn, Sunset",Luke Bryan,41
September 10,Stepping Stone,Eminem,42
September 10,Mine,Bazzi,43
September 10,I'm A Mess,Bebe Rexha,44
September 10,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,45
September 10,Happier,Marshmello ,46
September 10,Beautiful,Bazzi Featuring Camila Cabello,47
September 10,Broken,lovelytheband,48
September 10,Venom,Eminem,49
September 10,Drew Barrymore,Bryce Vine,50
September 10,Life Changes,Thomas Rhett,51
September 10,Te Bote,Casper Magico,52
September 10,Hotel Key,Old Dominion,53
September 10,Feels Like Summer,Childish Gambino,54
September 10,Mercy,Brett Young,55
September 10,Breathin,Ariana Grande,56
September 10,Jackie Chan,Tiesto ,57
September 10,Africa,Weezer,58
September 10,Apes**t,The Carters,59
September 10,Hooked,Dylan Scott,60
September 10,Stargazing,Travis Scott,61
September 10,Ring,Cardi B Featuring Kehlani,62
September 10,Barbie Dreams,Nicki Minaj,63
September 10,W O R K I N M E,Quavo,64
September 10,Nice Guy,Eminem ,65
September 10,She Got The Best Of Me ,Luke Combs,66
September 10,Good Guy,Eminem Featuring Jessie Reyez,67
September 10,Blue Tacoma,Russell Dickerson,68
September 10,Medicine,Queen Naija,69
September 10,Break Up In The End,Cole Swindell,70
September 10,Remind Me To Forget,Kygo Featuring Miguel,71
September 10,You Say,Lauren Daigle,72
September 10,Mo Bamba,Sheck Wes,73
September 10,High Hopes,Panic! At The Disco,74
September 10,All Girls Are The Same,Juice WRLD,75
September 10,Solo,Clean Bandit Featuring Demi Lovato,76
September 10,Side Effects,The Chainsmokers Featuring Emily Warren,77
September 10,That's On Me,Yella Beezy,78
September 10,Yosemite,Travis Scott,79
September 10,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,80
September 10,IDOL,BTS Featuring Nicki Minaj,81
September 10,Lose It,Kane Brown,82
September 10,Drunk Me,Mitchell Tenpenny,83
September 10,Lean Wit Me,Juice WRLD,84
September 10,Lie,NF,85
September 10,Promises,Calvin Harris ,86
September 10,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates ,87
September 10,The Way I Am,Charlie Puth,88
September 10,Best Part,Daniel Caesar Featuring H.E.R.,89
September 10,Chanel (Go Get It),Young Thug Featuring Gunna ,90
September 10,Dangerous,Meek Mill Featuring Jeremih ,91
September 10,Drunk Girl,Chris Janson,92
September 10,Desperate Man,Eric Church,93
September 10,Thunderclouds,Labrinth,94
September 10,I'm Upset,Drake,95
September 10,1942,G-Eazy Featuring Yo Gotti ,96
September 10,Hangin' On,Chris Young,97
September 10,Narcos,Migos,98
September 10,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,99
September 10,Summertime Magic,Childish Gambino,100
September 17,In My Feelings,Drake,1
September 17,Girls Like You,Maroon 5 Featuring Cardi B,2
September 17,I Like It,Cardi B,3
September 17,Better Now,Post Malone,4
September 17,Lucid Dreams,Juice WRLD,5
September 17,I Love It,Kanye West ,6
September 17,FEFE,6ix9ine Featuring Nicki Minaj ,7
September 17,Sicko Mode,Travis Scott,8
September 17,Taste,Tyga Featuring Offset,9
September 17,Love Lies,Khalid ,10
September 17,Youngblood,5 Seconds Of Summer,11
September 17,No Brainer,DJ Khaled Featuring Justin Bieber,12
September 17,Rap Devil,Machine Gun Kelly,13
September 17,Boo'd Up,Ella Mai,14
September 17,Natural,Imagine Dragons,15
September 17,God Is A Woman,Ariana Grande,16
September 17,Nonstop,Drake,17
September 17,Lucky You,Eminem Featuring Joyner Lucas,18
September 17,Back To You,Selena Gomez,19
September 17,Yes Indeed,Lil Baby ,20
September 17,No Tears Left To Cry,Ariana Grande,21
September 17,Perfect,Ed Sheeran,22
September 17,Trip,Ella Mai,23
September 17,Big Bank,YG Featuring 2 Chainz,24
September 17,Delicate,Taylor Swift,25
